id,title_original,english_title,hungarian_title,video_url,source_equipment_types,inferred_equipment_types,canonical_equipment_types,primary_pattern,secondary_pattern,body_region,impact_level,complexity_level,intensity_estimate,position_type,unilateral_flag,beginner_friendly,session_role_fit,contraindications,home_safe,requires_large_space,requires_partner,requires_gym_setup,advanced_risk,qa_flags,validation_errors,taxonomy_status
828,"One dumbbell front raise - Előre emelés páros karral, egy kézisúlyzóval",One dumbbell front raise,"Előre emelés páros karral, egy kézisúlyzóval",https://vimeo.com/649852215,dumbbell,dumbbell,dumbbell,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
829,Nordic hamstring curl with partner - Nordic térdhajlítás partner segítségével,Nordic hamstring curl with partner,Nordic térdhajlítás partner segítségével,https://vimeo.com/649852169,dumbbell,ring,dumbbell|ring,pull,,upper_body,low,basic,medium,standing,no,yes,accessory|main,,no,no,yes,yes,no,equipment_inferred:ring|canonical_equipment_differs_from_source|gym_setup_required|excluded_from_home_safe_pool,,validated
830,Nordic hamstring curl - Nordic térdhajlítás,Nordic hamstring curl,Nordic térdhajlítás,https://vimeo.com/649852144,dumbbell,ring,dumbbell|ring,pull,,upper_body,low,basic,medium,standing,no,yes,accessory|main,,no,no,no,yes,no,equipment_inferred:ring|canonical_equipment_differs_from_source|gym_setup_required|excluded_from_home_safe_pool,,validated
831,"Narrow grip barbell incline bench press - Fekvenyomás döntött padon, szűk fogással rúddal",Narrow grip barbell incline bench press,"Fekvenyomás döntött padon, szűk fogással rúddal",https://vimeo.com/649852115,barbell|bench_or_box,barbell|bench_or_box,barbell|bench_or_box,push,pull,upper_body,low,basic,medium,standing,no,yes,main,wrist_shoulder_caution,no,no,no,yes,no,equipment_inferred:barbell|bench_or_box|gym_setup_required|excluded_from_home_safe_pool,,validated
832,"Narrow grip barbell glute bridge floor press - Fekvenyomás talajon hídban, szűk fogással rúddal",Narrow grip barbell glute bridge floor press,"Fekvenyomás talajon hídban, szűk fogással rúddal",https://vimeo.com/649852075,barbell,barbell,barbell,hinge,push,lower_body,low,basic,medium,mixed,no,yes,accessory|activation|main,lower_back_caution|wrist_shoulder_caution,no,no,no,yes,no,equipment_inferred:barbell|gym_setup_required|excluded_from_home_safe_pool,,validated
833,"Narrow grip barbell floor press - Fekvenyomás talajon, szűk fogással rúddal",Narrow grip barbell floor press,"Fekvenyomás talajon, szűk fogással rúddal",https://vimeo.com/649852045,barbell,barbell,barbell,push,pull,upper_body,low,basic,medium,mixed,no,yes,main,wrist_shoulder_caution,no,no,no,yes,no,equipment_inferred:barbell|gym_setup_required|excluded_from_home_safe_pool,,validated
834,Narrow grip barbell bench press - Fekvenyomás szűk fogással rúddal,Narrow grip barbell bench press,Fekvenyomás szűk fogással rúddal,https://vimeo.com/649852017,barbell|bench_or_box,barbell|bench_or_box,barbell|bench_or_box,push,pull,upper_body,low,basic,medium,standing,no,yes,main,wrist_shoulder_caution,no,no,no,yes,no,equipment_inferred:barbell|bench_or_box|gym_setup_required|excluded_from_home_safe_pool,,validated
835,Mountain climber on hands with slide - Fekvőtámaszban hegymászó csúszkával,Mountain climber on hands with slide,Fekvőtámaszban hegymászó csúszkával,https://vimeo.com/649851982,bodyweight,,bodyweight,cardio_locomotion,core,full_body,medium,basic,medium,standing,no,conditional,finisher|main,knee_caution,yes,no,no,no,no,,,validated
836,Mountain climber - Hegymászó,Mountain climber,Hegymászó,https://vimeo.com/649851943,bodyweight,,bodyweight,cardio_locomotion,core,full_body,medium,basic,medium,standing,no,conditional,finisher|main,knee_caution,yes,no,no,no,no,,,validated
837,Monster walk - Széles állásban előre sétálás gumikötéllel,Monster walk,Széles állásban előre sétálás gumikötéllel,https://vimeo.com/649851915,bodyweight,band,band|bodyweight,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,yes,no,no,no,no,equipment_inferred:band|canonical_equipment_differs_from_source,,validated
838,Mixed grip pull up - Húzódzkodás vegyes fogásban,Mixed grip pull up,Húzódzkodás vegyes fogásban,https://vimeo.com/649851879,bodyweight,,bodyweight,pull,,upper_body,low,basic,medium,standing,no,conditional,main,,no,no,no,yes,no,gym_setup_required|fixed_anchor_or_bar_required|excluded_from_home_safe_pool,,validated
839,Miniband lateral walk above knee - Odalra lépés gumiszalaggal a térdnél,Miniband lateral walk above knee,Odalra lépés gumiszalaggal a térdnél,https://vimeo.com/649851852,bodyweight,band,band|bodyweight,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,yes,no,no,no,no,equipment_inferred:band|canonical_equipment_differs_from_source,,validated
840,Miniband lateral walk above feet - Oldalra lépés gumiszalaggal a lábfejnél,Miniband lateral walk above feet,Oldalra lépés gumiszalaggal a lábfejnél,https://vimeo.com/649851781,bodyweight,band,band|bodyweight,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,yes,no,no,no,no,equipment_inferred:band|canonical_equipment_differs_from_source,,validated
841,Miniband lateral walk above ankle - Oldalra lépés gumiszalaggal a bokánál,Miniband lateral walk above ankle,Oldalra lépés gumiszalaggal a bokánál,https://vimeo.com/649851712,bodyweight,band,band|bodyweight,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,yes,no,no,no,no,equipment_inferred:band|canonical_equipment_differs_from_source,,validated
842,Medball power clean - Felvétel medicinlabdával (nem beülve),Medball power clean,Felvétel medicinlabdával (nem beülve),https://vimeo.com/649851660,medball,medball,medball,mixed_other,,full_body,low,basic,high,standing,no,yes,main,,no,no,no,no,yes,equipment_inferred:medball|excluded_from_home_safe_pool,,validated
843,Medball muscle snatch - Szakítás nyújtott lábra medicinlabdával,Medball muscle snatch,Szakítás nyújtott lábra medicinlabdával,https://vimeo.com/649851613,medball,medball,medball,mixed_other,,full_body,low,complex,low,standing,no,no,accessory,,no,no,no,no,yes,equipment_inferred:medball|excluded_from_home_safe_pool,,validated
844,Medball muscle clean - Felvétel nyújtott lábra medicinlabdával,Medball muscle clean,Felvétel nyújtott lábra medicinlabdával,https://vimeo.com/649851569,medball,medball,medball,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,no,no,no,no,yes,equipment_inferred:medball|excluded_from_home_safe_pool,,validated
845,Medball high hang power clean - Ölből felvétel térd felől indítva medicinlabdával (nem beülve),Medball high hang power clean,Ölből felvétel térd felől indítva medicinlabdával (nem beülve),https://vimeo.com/649851536,medball,medball,medball,mixed_other,,full_body,low,basic,high,standing,no,yes,main,,no,no,no,no,yes,equipment_inferred:medball|excluded_from_home_safe_pool,,validated
846,Medball high hang clean - Ölből felvétel térd felől indítva beülve medicinlabdával,Medball high hang clean,Ölből felvétel térd felől indítva beülve medicinlabdával,https://vimeo.com/649851481,medball,medball,medball,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,no,no,no,no,yes,equipment_inferred:medball|excluded_from_home_safe_pool,,validated
847,Medball hang power clean - Ölből felvétel térd alól indítva medicinlabdával (nem beülve),Medball hang power clean,Ölből felvétel térd alól indítva medicinlabdával (nem beülve),https://vimeo.com/649851455,medball,medball,medball,mixed_other,,full_body,low,basic,high,standing,no,yes,main,,no,no,no,no,yes,equipment_inferred:medball|excluded_from_home_safe_pool,,validated
848,Medball hang muscle snatch - Ölből szakítás térd alól nyújtott lábra medicinlabdával,Medball hang muscle snatch,Ölből szakítás térd alól nyújtott lábra medicinlabdával,https://vimeo.com/649851427,medball,medball,medball,mixed_other,,full_body,low,complex,low,standing,no,no,accessory,,no,no,no,no,yes,equipment_inferred:medball|excluded_from_home_safe_pool,,validated
849,Medball hang muscle clean - Ölböl felvétel nyújtott lábra medicinlabdával,Medball hang muscle clean,Ölböl felvétel nyújtott lábra medicinlabdával,https://vimeo.com/649851391,medball,medball,medball,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,no,no,no,no,yes,equipment_inferred:medball|excluded_from_home_safe_pool,,validated
850,Medball hang clean - Ölböl felvétel térd alól beülve medicinlabdával,Medball hang clean,Ölböl felvétel térd alól beülve medicinlabdával,https://vimeo.com/649851359,medball,medball,medball,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,no,no,no,no,yes,equipment_inferred:medball|excluded_from_home_safe_pool,,validated
851,Medball clean - Felvétel beülve medicinlabdával,Medball clean,Felvétel beülve medicinlabdával,https://vimeo.com/649851329,medball,medball,medball,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,no,no,no,no,yes,equipment_inferred:medball|excluded_from_home_safe_pool,,validated
852,Low handle trap bar deadlift - Felhúzás hex rúddal alsó fogóval,Low handle trap bar deadlift,Felhúzás hex rúddal alsó fogóval,https://vimeo.com/649851295,barbell,barbell,barbell,hinge,,lower_body,low,basic,medium,standing,no,yes,main,lower_back_caution,no,no,no,yes,no,equipment_inferred:barbell|gym_setup_required|excluded_from_home_safe_pool,,validated
853,Legless rope climb - Kötélmászás láb nélkül,Legless rope climb,Kötélmászás láb nélkül,https://vimeo.com/649851253,rope,rope,rope,mixed_other,,full_body,low,complex,high,standing,no,no,main,,no,no,no,yes,yes,equipment_inferred:rope|gym_setup_required|excluded_from_home_safe_pool,,validated
854,Leg curl with slide - Sarok behúzás csúszkával,Leg curl with slide,Sarok behúzás csúszkával,https://vimeo.com/649851198,dumbbell,,dumbbell,pull,,upper_body,low,basic,medium,standing,no,yes,accessory|main,,yes,no,no,no,no,,,validated
855,Lateral squat - Oldalsó guggolás,Lateral squat,Oldalsó guggolás,https://vimeo.com/649851174,bodyweight,,bodyweight,squat,,lower_body,low,basic,medium,standing,no,yes,main,knee_caution,yes,no,no,no,no,,,validated
856,Landmine thruster - Landmine guggolásból fej fölé nyomás,Landmine thruster,Landmine guggolásból fej fölé nyomás,https://vimeo.com/649851140,bodyweight,other,bodyweight|other,squat,,lower_body,medium,basic,medium,standing,no,conditional,finisher|main,knee_caution,no,no,no,yes,no,equipment_inferred:other|canonical_equipment_differs_from_source|gym_setup_required|excluded_from_home_safe_pool,,validated
857,Landmine seesaw  bent over row  - Döntött törzsű libikóka evezés landmine-on,Landmine seesaw  bent over row,Döntött törzsű libikóka evezés landmine-on,https://vimeo.com/649851109,bodyweight,other,bodyweight|other,pull,,upper_body,low,basic,medium,standing,no,yes,main,,no,no,no,yes,no,equipment_inferred:other|canonical_equipment_differs_from_source|gym_setup_required|excluded_from_home_safe_pool,,validated
858,Landmine front squat - Landmine guggolás elöltartásban,Landmine front squat,Landmine guggolás elöltartásban,https://vimeo.com/649851058,bodyweight,other,bodyweight|other,squat,,lower_body,low,basic,medium,standing,no,yes,main,knee_caution,no,no,no,yes,no,equipment_inferred:other|canonical_equipment_differs_from_source|gym_setup_required|excluded_from_home_safe_pool,,validated
859,Landmine bent over row - Döntött törzsű evezés landmine-on,Landmine bent over row,Döntött törzsű evezés landmine-on,https://vimeo.com/649851019,bodyweight,other,bodyweight|other,pull,,upper_body,low,basic,medium,standing,no,yes,main,,no,no,no,yes,no,equipment_inferred:other|canonical_equipment_differs_from_source|gym_setup_required|excluded_from_home_safe_pool,,validated
860,L sit rope climb (seated start) - Kötélmászás láb nélkül felhúzott térdekkel ülésből indulva,L sit rope climb (seated start),Kötélmászás láb nélkül felhúzott térdekkel ülésből indulva,https://vimeo.com/649850991,rope,rope,rope,mixed_other,,full_body,low,complex,high,floor,no,no,main,,no,no,no,yes,yes,equipment_inferred:rope|gym_setup_required|excluded_from_home_safe_pool,,validated
861,Kneeling Zottman curl - Térdelésben Zottman karhajlítás,Kneeling Zottman curl,Térdelésben Zottman karhajlítás,https://vimeo.com/649848933,dumbbell,,dumbbell,pull,,upper_body,low,basic,medium,standing,no,yes,accessory|main,,yes,no,no,no,no,,,validated
862,Kneeling supinated EZ-bar front raise - Előre emelés francia rúddal alsó fogással térdelésben,Kneeling supinated EZ-bar front raise,Előre emelés francia rúddal alsó fogással térdelésben,https://vimeo.com/649848892,dumbbell,barbell,barbell|dumbbell,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,no,no,no,yes,no,equipment_inferred:barbell|canonical_equipment_differs_from_source|gym_setup_required|excluded_from_home_safe_pool,,validated
863,Kneeling supinated barbell front raise - Alsó fogással előre emelés rúddal térdelésben,Kneeling supinated barbell front raise,Alsó fogással előre emelés rúddal térdelésben,https://vimeo.com/649848856,barbell,barbell,barbell,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,no,no,no,yes,no,equipment_inferred:barbell|gym_setup_required|excluded_from_home_safe_pool,,validated
864,Kneeling supinated alternating front raise with plate (top down) - Váltott karral előre emelés tárcsával alsó fogással fe,Kneeling supinated alternating front raise with plate (top down),Váltott karral előre emelés tárcsával alsó fogással fe,https://vimeo.com/649848824,dumbbell,other,dumbbell|other,mixed_other,,full_body,low,moderate,low,standing,no,conditional,accessory,,no,no,no,no,no,equipment_inferred:other|canonical_equipment_differs_from_source|excluded_from_home_safe_pool,,validated
865,Kneeling supinated alternating dumbbell front raise (top down) - Váltott karral előre emelés alsó fogással kézisúlyzóval,Kneeling supinated alternating dumbbell front raise (top down),Váltott karral előre emelés alsó fogással kézisúlyzóval,https://vimeo.com/649848787,dumbbell,dumbbell,dumbbell,mixed_other,,full_body,low,moderate,low,standing,no,conditional,accessory,,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
866,Kneeling sissy squat - Sissy guggolás térdelve,Kneeling sissy squat,Sissy guggolás térdelve,https://vimeo.com/649848755,bodyweight,,bodyweight,squat,,lower_body,low,basic,medium,standing,no,yes,main,knee_caution,yes,no,no,no,no,,,validated
867,Kneeling single plate front raise - Előre emelés egy tárcsával térdelésben,Kneeling single plate front raise,Előre emelés egy tárcsával térdelésben,https://vimeo.com/649848733,dumbbell,other,dumbbell|other,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,no,no,no,no,no,equipment_inferred:other|canonical_equipment_differs_from_source|excluded_from_home_safe_pool,,validated
868,Kneeling single dumbbell front raise - Előre emelés egy kézisúlyzóval térdelésben,Kneeling single dumbbell front raise,Előre emelés egy kézisúlyzóval térdelésben,https://vimeo.com/649848704,dumbbell,dumbbell,dumbbell,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
869,Kneeling single arm supinated front raise with plate - Egykezes előre emelés tárcsával alsó fogással térdelésben,Kneeling single arm supinated front raise with plate,Egykezes előre emelés tárcsával alsó fogással térdelésben,https://vimeo.com/649848680,dumbbell,other,dumbbell|other,mixed_other,,full_body,low,moderate,low,standing,yes,conditional,accessory,,no,no,no,no,no,equipment_inferred:other|canonical_equipment_differs_from_source|excluded_from_home_safe_pool,,validated
870,Kneeling single arm front raise with plate - Egykezes előre emelés tárcsával térdelésben,Kneeling single arm front raise with plate,Egykezes előre emelés tárcsával térdelésben,https://vimeo.com/649848644,dumbbell,other,dumbbell|other,mixed_other,,full_body,low,moderate,low,standing,yes,conditional,accessory,,no,no,no,no,no,equipment_inferred:other|canonical_equipment_differs_from_source|excluded_from_home_safe_pool,,validated
871,Kneeling single arm front raise with band - Egykezes előre emelés gumiszalaggal térdelésben,Kneeling single arm front raise with band,Egykezes előre emelés gumiszalaggal térdelésben,https://vimeo.com/649848610,band,band,band,mixed_other,,full_body,low,moderate,low,standing,yes,conditional,accessory,,yes,no,no,no,no,equipment_inferred:band,,validated
872,Kneeling single arm dumbbell supinated front raise  - Egykezes előre emelés kiforgatással kézisúlyzóval térdelésben,Kneeling single arm dumbbell supinated front raise,Egykezes előre emelés kiforgatással kézisúlyzóval térdelésben,https://vimeo.com/649848581,dumbbell,dumbbell,dumbbell,mixed_other,,full_body,low,moderate,low,standing,yes,conditional,accessory,,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
873,Kneeling side plank with hip lift  - Oldalsó térdelő alkartámaszban csípőemelés,Kneeling side plank with hip lift,Oldalsó térdelő alkartámaszban csípőemelés,https://vimeo.com/649848547,bodyweight,,bodyweight,core,,core,low,basic,low,floor,no,yes,accessory|activation,wrist_shoulder_caution,yes,no,no,no,no,,,validated
874,Kneeling ring rollout - Kigördülés gyűrűn térdelésben,Kneeling ring rollout,Kigördülés gyűrűn térdelésben,https://vimeo.com/649848526,ring,ring,ring,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,no,no,no,yes,no,equipment_inferred:ring|gym_setup_required|excluded_from_home_safe_pool,,validated
875,Kneeling push up - Fekvőtámasz térdelve,Kneeling push up,Fekvőtámasz térdelve,https://vimeo.com/649848502,bodyweight,,bodyweight,push,,upper_body,low,basic,medium,standing,no,conditional,main,wrist_shoulder_caution,yes,no,no,no,no,,,validated
876,Kneeling plate supinated front raise - Előre emelés tárcsával térdelésben alsó fogással,Kneeling plate supinated front raise,Előre emelés tárcsával térdelésben alsó fogással,https://vimeo.com/649848479,dumbbell,other,dumbbell|other,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,no,no,no,no,no,equipment_inferred:other|canonical_equipment_differs_from_source|excluded_from_home_safe_pool,,validated
877,Kneeling plate lateral raise - Oldalemelés térdelve tárcsával,Kneeling plate lateral raise,Oldalemelés térdelve tárcsával,https://vimeo.com/649848459,dumbbell,other,dumbbell|other,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,no,no,no,no,no,equipment_inferred:other|canonical_equipment_differs_from_source|excluded_from_home_safe_pool,,validated
878,Kneeling plate front raise - Előre emelés tárcsával térdelésben,Kneeling plate front raise,Előre emelés tárcsával térdelésben,https://vimeo.com/649848435,dumbbell,other,dumbbell|other,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,no,no,no,no,no,equipment_inferred:other|canonical_equipment_differs_from_source|excluded_from_home_safe_pool,,validated
879,Kneeling plank - Alkaltámasz térden,Kneeling plank,Alkaltámasz térden,https://vimeo.com/649848399,bodyweight,,bodyweight,core,,core,low,basic,low,floor,no,yes,accessory|activation,wrist_shoulder_caution,yes,no,no,no,no,,,validated
880,Kneeling pike handstand push up on box - Kézenállásban karhajlítás dobozon térdelve,Kneeling pike handstand push up on box,Kézenállásban karhajlítás dobozon térdelve,https://vimeo.com/649848359,bench_or_box,bench_or_box,bench_or_box,push,,upper_body,low,complex,medium,standing,no,no,main,wrist_shoulder_caution,yes,no,no,no,yes,equipment_inferred:bench_or_box,,validated
881,Kneeling overhead Pin press - Pin nyomás fej fölé térdelve,Kneeling overhead Pin press,Pin nyomás fej fölé térdelve,https://vimeo.com/649848316,barbell,,barbell,push,,upper_body,low,basic,medium,standing,no,yes,main,wrist_shoulder_caution,no,no,no,yes,no,gym_setup_required|excluded_from_home_safe_pool,,validated
882,Kneeling neutral grip alternating front raise with band (top down) - Váltott karral előre emelés párhuzamos fogással gumik,Kneeling neutral grip alternating front raise with band (top down),Váltott karral előre emelés párhuzamos fogással gumik,https://vimeo.com/649848286,band,band,band,mixed_other,,full_body,low,moderate,low,standing,no,conditional,accessory,,yes,no,no,no,no,equipment_inferred:band,,validated
883,Kneeling kettlebell halo - Körzés fej körül kettlebellel térdelésben,Kneeling kettlebell halo,Körzés fej körül kettlebellel térdelésben,https://vimeo.com/649848258,kettlebell,kettlebell,kettlebell,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,yes,no,no,no,no,equipment_inferred:kettlebell,,validated
884,Kneeling front raise with sandbag - Előre emelés homokzsákkal térdelésben,Kneeling front raise with sandbag,Előre emelés homokzsákkal térdelésben,https://vimeo.com/649848220,sandbag,sandbag,sandbag,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,no,no,no,no,no,equipment_inferred:sandbag|excluded_from_home_safe_pool,,validated
885,Kneeling EZ-bar front raise - Előre emelés francia rúddal térdelésben,Kneeling EZ-bar front raise,Előre emelés francia rúddal térdelésben,https://vimeo.com/649848179,dumbbell,barbell,barbell|dumbbell,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,no,no,no,yes,no,equipment_inferred:barbell|canonical_equipment_differs_from_source|gym_setup_required|excluded_from_home_safe_pool,,validated
886,Kneeling dumbbell supinated front raise - Előre emelés kézisúlyzóval térdelésben alsó fogással,Kneeling dumbbell supinated front raise,Előre emelés kézisúlyzóval térdelésben alsó fogással,https://vimeo.com/649848151,dumbbell,dumbbell,dumbbell,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
887,Kneeling dumbbell lateral raise - Oldalemelés térdelve kézisúlyzóval,Kneeling dumbbell lateral raise,Oldalemelés térdelve kézisúlyzóval,https://vimeo.com/649848129,dumbbell,dumbbell,dumbbell,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
888,Kneeling dumbbell front raise - Előre emelés kézisúlyzóval térdelésben,Kneeling dumbbell front raise,Előre emelés kézisúlyzóval térdelésben,https://vimeo.com/649848089,dumbbell,dumbbell,dumbbell,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
889,Kneeling double landmine press - Fej fölé nyomás térdelő helyzetben landmine-on dupla rúddal,Kneeling double landmine press,Fej fölé nyomás térdelő helyzetben landmine-on dupla rúddal,https://vimeo.com/649848050,bodyweight,barbell|other,barbell|bodyweight|other,push,,upper_body,low,basic,medium,standing,no,yes,main,wrist_shoulder_caution,no,no,no,yes,no,equipment_inferred:barbell|other|canonical_equipment_differs_from_source|gym_setup_required|excluded_from_home_safe_pool,,validated
890,Kneeling copenhagen plank - Koppenhágai oldalsó alkartámasz hajlított térddel,Kneeling copenhagen plank,Koppenhágai oldalsó alkartámasz hajlított térddel,https://vimeo.com/649848021,bodyweight,,bodyweight,mobility,core,full_body,low,basic,low,floor,no,yes,accessory|activation|warmup,wrist_shoulder_caution,yes,no,no,no,no,,,validated
891,Kneeling barbell overhead press - Fej fölé nyomás térdelve rúddal,Kneeling barbell overhead press,Fej fölé nyomás térdelve rúddal,https://vimeo.com/649847987,barbell,barbell,barbell,push,,upper_body,low,basic,medium,standing,no,yes,main,wrist_shoulder_caution,no,no,no,yes,no,equipment_inferred:barbell|gym_setup_required|excluded_from_home_safe_pool,,validated
892,Kneeling barbell front raise - Előre emelés rúddal térdelésben,Kneeling barbell front raise,Előre emelés rúddal térdelésben,https://vimeo.com/649847956,barbell,barbell,barbell,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,no,no,no,yes,no,equipment_inferred:barbell|gym_setup_required|excluded_from_home_safe_pool,,validated
893,Kneeling banded lateral raise - Oldalemelés térdelve gumiszalaggal,Kneeling banded lateral raise,Oldalemelés térdelve gumiszalaggal,https://vimeo.com/649847914,dumbbell,band,band|dumbbell,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,yes,no,no,no,no,equipment_inferred:band|canonical_equipment_differs_from_source,,validated
894,Kneeling banded lat pulldown - Magas térdelésben lehúzás gumikötéllel,Kneeling banded lat pulldown,Magas térdelésben lehúzás gumikötéllel,https://vimeo.com/649847886,bodyweight,band,band|bodyweight,pull,,upper_body,low,basic,low,standing,no,yes,accessory|main,,yes,no,no,no,no,equipment_inferred:band|canonical_equipment_differs_from_source,,validated
895,Kneeling banded front raise - Előre emelés gumiszalaggal térdelésben,Kneeling banded front raise,Előre emelés gumiszalaggal térdelésben,https://vimeo.com/649847846,dumbbell,band,band|dumbbell,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,yes,no,no,no,no,equipment_inferred:band|canonical_equipment_differs_from_source,,validated
896,Kneeling alternating supinated dumbbell front raise  - Váltott karos előre emelés térdelésben kézisúlyzóval alsó fogás,Kneeling alternating supinated dumbbell front raise,Váltott karos előre emelés térdelésben kézisúlyzóval alsó fogás,https://vimeo.com/649847802,dumbbell,dumbbell,dumbbell,mixed_other,,full_body,low,moderate,low,standing,no,conditional,accessory,,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
897,Kneeling alternating plate supinated front raise  - Váltott karral előre emelés tárcsával térdelésben alsó fogással,Kneeling alternating plate supinated front raise,Váltott karral előre emelés tárcsával térdelésben alsó fogással,https://vimeo.com/649847772,dumbbell,other,dumbbell|other,mixed_other,,full_body,low,moderate,low,standing,no,conditional,accessory,,no,no,no,no,no,equipment_inferred:other|canonical_equipment_differs_from_source|excluded_from_home_safe_pool,,validated
898,Kneeling alternating front raise with plate (top down) - Váltott karral előre emelés fentről indítva tárcsával térdelés,Kneeling alternating front raise with plate (top down),Váltott karral előre emelés fentről indítva tárcsával térdelés,https://vimeo.com/649847735,dumbbell,other,dumbbell|other,mixed_other,,full_body,low,moderate,low,standing,no,conditional,accessory,,no,no,no,no,no,equipment_inferred:other|canonical_equipment_differs_from_source|excluded_from_home_safe_pool,,validated
899,Kneeling alternating front raise with plate - Váltott karral előre emelés tárcsával térdelésben,Kneeling alternating front raise with plate,Váltott karral előre emelés tárcsával térdelésben,https://vimeo.com/649847698,dumbbell,other,dumbbell|other,mixed_other,,full_body,low,moderate,low,standing,no,conditional,accessory,,no,no,no,no,no,equipment_inferred:other|canonical_equipment_differs_from_source|excluded_from_home_safe_pool,,validated
900,Kneeling alternating front raise with band  - Váltott karral előre emelés gumikötéllel térdelésben,Kneeling alternating front raise with band,Váltott karral előre emelés gumikötéllel térdelésben,https://vimeo.com/649847659,band,band,band,mixed_other,,full_body,low,moderate,low,standing,no,conditional,accessory,,yes,no,no,no,no,equipment_inferred:band,,validated
901,Kneeling alternating dumbbell front raise (top down) - Előre emelés váltott karral fentről indítva kézisúlyzóval térdel,Kneeling alternating dumbbell front raise (top down),Előre emelés váltott karral fentről indítva kézisúlyzóval térdel,https://vimeo.com/649847617,dumbbell,dumbbell,dumbbell,mixed_other,,full_body,low,moderate,low,standing,no,conditional,accessory,,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
902,Kneeling alternating dumbbell front raise - Váltott karos előre emelés kézisúlyzóval térdelésben,Kneeling alternating dumbbell front raise,Váltott karos előre emelés kézisúlyzóval térdelésben,https://vimeo.com/649847583,dumbbell,dumbbell,dumbbell,mixed_other,,full_body,low,moderate,low,standing,no,conditional,accessory,,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
903,Kipping toas to bar - Függeszkedésben lendületből lábemelés rúdhoz,Kipping toas to bar,Függeszkedésben lendületből lábemelés rúdhoz,https://vimeo.com/649847551,bodyweight,barbell,barbell|bodyweight,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,no,no,no,yes,no,equipment_inferred:barbell|canonical_equipment_differs_from_source|gym_setup_required|excluded_from_home_safe_pool,,validated
904,Kipping pull up - Lendületből húzódzkodás,Kipping pull up,Lendületből húzódzkodás,https://vimeo.com/649847520,bodyweight,,bodyweight,pull,,upper_body,low,basic,medium,standing,no,conditional,main,,no,no,no,yes,no,gym_setup_required|fixed_anchor_or_bar_required|excluded_from_home_safe_pool,,validated
905,Kipping on bar - Függeszkedésben lendületvétel rúdon,Kipping on bar,Függeszkedésben lendületvétel rúdon,https://vimeo.com/649847490,bodyweight,barbell,barbell|bodyweight,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,no,no,no,yes,no,equipment_inferred:barbell|canonical_equipment_differs_from_source|gym_setup_required|excluded_from_home_safe_pool,,validated
906,Kipping knee to elbow - Függeszkedésben lendületből térdhúzás könyökhöz,Kipping knee to elbow,Függeszkedésben lendületből térdhúzás könyökhöz,https://vimeo.com/649847461,bodyweight,,bodyweight,mixed_other,,full_body,low,basic,low,standing,no,yes,accessory,,yes,no,no,no,no,,,validated
907,Kipping handstand push up - Kézenállásból nyomás lendülettel,Kipping handstand push up,Kézenállásból nyomás lendülettel,https://vimeo.com/649847432,bodyweight,,bodyweight,push,,upper_body,low,complex,medium,standing,no,no,main,wrist_shoulder_caution,yes,no,no,no,yes,,,validated
