id,title_original,english_title,hungarian_title,video_url,source_equipment_types,inferred_equipment_types,canonical_equipment_types,primary_pattern,secondary_pattern,body_region,impact_level,complexity_level,intensity_estimate,position_type,unilateral_flag,beginner_friendly,session_role_fit,contraindications,home_safe,requires_large_space,requires_partner,requires_gym_setup,advanced_risk,qa_flags,validation_errors,taxonomy_status
401,Single arm kettlebell clean - Egykezes kettlebell felvétel,Single arm kettlebell clean,Egykezes kettlebell felvétel,https://vimeo.com/649872077,kettlebell,kettlebell,kettlebell,mixed_other,,full_body,low,moderate,low,standing,yes,conditional,accessory,,yes,no,no,no,yes,equipment_inferred:kettlebell,,validated
402,Single arm kettlebell bulgarian split squat - Bolgár guggolás egy kézzel kettlebellel,Single arm kettlebell bulgarian split squat,Bolgár guggolás egy kézzel kettlebellel,https://vimeo.com/649872045,kettlebell,kettlebell,kettlebell,squat,lunge,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:kettlebell,,validated
403,Single arm kettlebell box step down - Dobozról lelépés kettlebellel egy kézben,Single arm kettlebell box step down,Dobozról lelépés kettlebellel egy kézben,https://vimeo.com/649872018,kettlebell|bench_or_box,bench_or_box|kettlebell,bench_or_box|kettlebell,mixed_other,,full_body,low,moderate,low,standing,yes,conditional,accessory,,yes,no,no,no,no,equipment_inferred:bench_or_box|kettlebell|canonical_equipment_differs_from_source,,validated
404,"Single arm kettlebell alternating cursty lunge - Váltott kereszt kitörés, egy kézzel kettlebellel",Single arm kettlebell alternating cursty lunge,"Váltott kereszt kitörés, egy kézzel kettlebellel",https://vimeo.com/649871978,kettlebell,kettlebell,kettlebell,lunge,,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:kettlebell,,validated
405,"Single arm kettlebell alternating box step up - Dobozra lépés váltott lábbal, egy kézzel kettlebellel",Single arm kettlebell alternating box step up,"Dobozra lépés váltott lábbal, egy kézzel kettlebellel",https://vimeo.com/649871946,kettlebell|bench_or_box,bench_or_box|kettlebell,bench_or_box|kettlebell,lunge,,lower_body,low,moderate,low,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:bench_or_box|kettlebell|canonical_equipment_differs_from_source,,validated
406,"Single arm kettlebell alternating box step down - Dobozról lelépés váltott lábbal, egy kézzel kettlebellel",Single arm kettlebell alternating box step down,"Dobozról lelépés váltott lábbal, egy kézzel kettlebellel",https://vimeo.com/649871913,kettlebell|bench_or_box,bench_or_box|kettlebell,bench_or_box|kettlebell,mixed_other,,full_body,low,moderate,low,standing,yes,conditional,accessory,,yes,no,no,no,no,equipment_inferred:bench_or_box|kettlebell|canonical_equipment_differs_from_source,,validated
407,Single arm kettlbell split squat - Haránt guggolás egy kézzel kettlebellel,Single arm kettlbell split squat,Haránt guggolás egy kézzel kettlebellel,https://vimeo.com/649871880,bodyweight,kettlebell,bodyweight|kettlebell,squat,lunge,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:kettlebell|canonical_equipment_differs_from_source,,validated
408,Single arm high plank - Egykezes kartámasz,Single arm high plank,Egykezes kartámasz,https://vimeo.com/649870636,bodyweight,,bodyweight,core,,core,low,moderate,low,floor,yes,conditional,accessory|activation,wrist_shoulder_caution,yes,no,no,no,no,,,validated
409,Single arm hang scapula depression - Függeszkedésben egykezes lapockasüllyesztés,Single arm hang scapula depression,Függeszkedésben egykezes lapockasüllyesztés,https://vimeo.com/649870602,bodyweight,,bodyweight,push,,upper_body,low,moderate,medium,standing,yes,conditional,accessory|activation|main,wrist_shoulder_caution,yes,no,no,no,no,,,validated
410,Single arm half kneeling medball side-twist throw - Egy kezes medicinlabda dobás oldalról fordulással féltérden,Single arm half kneeling medball side-twist throw,Egy kezes medicinlabda dobás oldalról fordulással féltérden,https://vimeo.com/649870577,medball,medball,medball,core,pull,core,low,moderate,medium,standing,yes,conditional,accessory|activation,,no,no,no,no,no,equipment_inferred:medball|excluded_from_home_safe_pool,,validated
411,Single arm half kneeling medball front-twist throw - Egy kezes medicinlabda dobás fordulással féltérden,Single arm half kneeling medball front-twist throw,Egy kezes medicinlabda dobás fordulással féltérden,https://vimeo.com/649870545,medball,medball,medball,core,pull,core,low,moderate,medium,standing,yes,conditional,accessory|activation,,no,no,no,no,no,equipment_inferred:medball|excluded_from_home_safe_pool,,validated
412,Single arm half kneeling landmine press - Egykezes Landmine nyomás féltréden,Single arm half kneeling landmine press,Egykezes Landmine nyomás féltréden,https://vimeo.com/649870515,bodyweight,other,bodyweight|other,push,,upper_body,low,moderate,medium,standing,yes,conditional,accessory|main,wrist_shoulder_caution,no,no,no,yes,no,equipment_inferred:other|canonical_equipment_differs_from_source|gym_setup_required|excluded_from_home_safe_pool,,validated
413,Single arm front rack kettlebell walking lugne - Sétáló kitörés egy kézzel elöl tartotásban kettlebellel,Single arm front rack kettlebell walking lugne,Sétáló kitörés egy kézzel elöl tartotásban kettlebellel,https://vimeo.com/649870493,kettlebell,kettlebell,kettlebell,mixed_other,,full_body,low,moderate,low,standing,yes,conditional,accessory,,yes,no,no,no,no,equipment_inferred:kettlebell,,validated
414,Single arm front rack kettlebell squat hold - Guggolásban megtartás kettlebellel egy kézben elöltartásban,Single arm front rack kettlebell squat hold,Guggolásban megtartás kettlebellel egy kézben elöltartásban,https://vimeo.com/649870470,kettlebell,kettlebell,kettlebell,squat,,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:kettlebell,,validated
415,"Single arm front rack kettlebell alternating pistol squat - Váltott pisztoly guggolás, egy kézzel elöltartásban kettlebelle",Single arm front rack kettlebell alternating pistol squat,"Váltott pisztoly guggolás, egy kézzel elöltartásban kettlebelle",https://vimeo.com/649870408,kettlebell,kettlebell,kettlebell,squat,,lower_body,low,complex,medium,standing,yes,no,accessory|main,knee_caution,yes,no,no,no,yes,equipment_inferred:kettlebell,,validated
416,Single arm front rack dumbbell squat hold - Guggolásban megtartás kézisúlyzóval egy kézben elöltartással,Single arm front rack dumbbell squat hold,Guggolásban megtartás kézisúlyzóval egy kézben elöltartással,https://vimeo.com/649870382,dumbbell,dumbbell,dumbbell,squat,,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
417,"Single arm front rack dumbbell alternating pistol squat - Váltott pisztoly guggolás, egy kézzel elöltartásban kézisúlyzó",Single arm front rack dumbbell alternating pistol squat,"Váltott pisztoly guggolás, egy kézzel elöltartásban kézisúlyzó",https://vimeo.com/649870358,dumbbell,dumbbell,dumbbell,squat,,lower_body,low,complex,medium,standing,yes,no,accessory|main,knee_caution,yes,no,no,no,yes,equipment_inferred:dumbbell,,validated
418,"Single arm front rack dumbbell alternating box step up- Dobozra lépés váltott lábbal, egy kézzel elöltartásban kézisúly","Single arm front rack dumbbell alternating box step up- Dobozra lépés váltott lábbal, egy kézzel elöltartásban kézisúly",,https://vimeo.com/649870321,dumbbell|bench_or_box,bench_or_box|dumbbell,bench_or_box|dumbbell,lunge,,lower_body,low,moderate,low,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:bench_or_box|dumbbell|canonical_equipment_differs_from_source,,validated
419,Single arm dumbell overhead walking lunge - Sétáló kitörés egy kézzel fej fölötti tartásban kézisúlyzóval,Single arm dumbell overhead walking lunge,Sétáló kitörés egy kézzel fej fölötti tartásban kézisúlyzóval,https://vimeo.com/649870296,dumbbell,dumbbell,dumbbell,lunge,,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
420,"Single arm dumbbell Z-press - Fej fölé nyomás egy kézzel kézisúlyzóval, nyújtott ülésben",Single arm dumbbell Z-press,"Fej fölé nyomás egy kézzel kézisúlyzóval, nyújtott ülésben",https://vimeo.com/649870263,dumbbell,dumbbell,dumbbell,push,,upper_body,low,moderate,medium,standing,yes,conditional,accessory|main,wrist_shoulder_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
421,Single arm dumbbell walking lunge - Sétáló kitörés egy kézzel kézisúlyzóval,Single arm dumbbell walking lunge,Sétáló kitörés egy kézzel kézisúlyzóval,https://vimeo.com/649870239,dumbbell,dumbbell,dumbbell,lunge,,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
422,"Single arm dumbbell turkish sit up - Török felülés, egy kézzel kézisúlyzóval",Single arm dumbbell turkish sit up,"Török felülés, egy kézzel kézisúlyzóval",https://vimeo.com/649870208,dumbbell,dumbbell,dumbbell,core,,core,low,complex,low,floor,yes,no,accessory|activation,,yes,no,no,no,yes,equipment_inferred:dumbbell,,validated
423,Single arm dumbbell thruster  - Guggolásból egykezes  fej fölé nyomás kézisúlyzóval,Single arm dumbbell thruster,Guggolásból egykezes  fej fölé nyomás kézisúlyzóval,https://vimeo.com/649870168,dumbbell,dumbbell,dumbbell,squat,,lower_body,medium,moderate,medium,standing,yes,conditional,accessory|finisher|main,knee_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
424,"Single arm dumbbell tall kneeling step up - Térdelésből felállás, egy kézzel kézisúlyzóval",Single arm dumbbell tall kneeling step up,"Térdelésből felállás, egy kézzel kézisúlyzóval",https://vimeo.com/649870125,dumbbell|bench_or_box,bench_or_box|dumbbell,bench_or_box|dumbbell,lunge,,lower_body,low,moderate,low,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:bench_or_box|dumbbell|canonical_equipment_differs_from_source,,validated
425,Single arm dumbbell sumo row - Egykezes szumó evezés kézisúlyzóval,Single arm dumbbell sumo row,Egykezes szumó evezés kézisúlyzóval,https://vimeo.com/649870094,dumbbell,dumbbell,dumbbell,pull,,upper_body,low,moderate,medium,standing,yes,conditional,accessory|main,,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
426,Single arm dumbbell split squat - Haránt guggolás egy kézzel kézisúlyzóval,Single arm dumbbell split squat,Haránt guggolás egy kézzel kézisúlyzóval,https://vimeo.com/649870062,dumbbell,dumbbell,dumbbell,squat,lunge,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
427,Single arm dumbbell snatch - Egykezes szakítás kézisúlyzóval,Single arm dumbbell snatch,Egykezes szakítás kézisúlyzóval,https://vimeo.com/649870037,dumbbell,dumbbell,dumbbell,mixed_other,,full_body,low,complex,low,standing,yes,no,accessory,,yes,no,no,no,yes,equipment_inferred:dumbbell,,validated
428,Single arm dumbbell skull crusher - Homlokra engedés egy kézzel kézisúlyzóval,Single arm dumbbell skull crusher,Homlokra engedés egy kézzel kézisúlyzóval,https://vimeo.com/649870000,dumbbell,dumbbell,dumbbell,mixed_other,,full_body,low,moderate,low,standing,yes,conditional,accessory,,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
429,Single arm dumbbell single leg deadlift - Egylábas felhúzás egy kézzel kézisúlyzóval,Single arm dumbbell single leg deadlift,Egylábas felhúzás egy kézzel kézisúlyzóval,https://vimeo.com/649869972,dumbbell,dumbbell,dumbbell,hinge,,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,lower_back_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
430,Single arm dumbbell side clean - Egykezes oldalsó felvétel kézisúlyzóval,Single arm dumbbell side clean,Egykezes oldalsó felvétel kézisúlyzóval,https://vimeo.com/649869935,dumbbell,dumbbell,dumbbell,mixed_other,,full_body,low,moderate,low,standing,yes,conditional,accessory,,yes,no,no,no,yes,equipment_inferred:dumbbell,,validated
431,"Single arm dumbbell seated lateral raise - Oldalemelés ülve, egy kézzel kézisúlyzóval",Single arm dumbbell seated lateral raise,"Oldalemelés ülve, egy kézzel kézisúlyzóval",https://vimeo.com/649869892,dumbbell,dumbbell,dumbbell,mixed_other,,full_body,low,moderate,low,floor,yes,conditional,accessory,,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
432,Single arm dumbbell row - Egykezes evezés kézisúlyzóval,Single arm dumbbell row,Egykezes evezés kézisúlyzóval,https://vimeo.com/649869864,dumbbell,dumbbell,dumbbell,pull,,upper_body,low,moderate,medium,standing,yes,conditional,accessory|main,,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
433,Single arm dumbbell reverse lunge - Kitörés hátra egy kézzel kézisúlyzóval,Single arm dumbbell reverse lunge,Kitörés hátra egy kézzel kézisúlyzóval,https://vimeo.com/649869830,dumbbell,dumbbell,dumbbell,lunge,,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
434,Single arm dumbbell renegade row - Egykezes renegát evezés kézisúlyzóval,Single arm dumbbell renegade row,Egykezes renegát evezés kézisúlyzóval,https://vimeo.com/649869811,dumbbell,dumbbell,dumbbell,pull,,upper_body,low,moderate,medium,standing,yes,conditional,accessory|main,,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
435,Single arm dumbbell push-press - Egykezes láblökéses nyomás kézisúlyzóval,Single arm dumbbell push-press,Egykezes láblökéses nyomás kézisúlyzóval,https://vimeo.com/649869785,dumbbell,dumbbell,dumbbell,push,,upper_body,low,moderate,medium,standing,yes,conditional,accessory|main,wrist_shoulder_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
436,Single arm dumbbell power clean - Felvétel egy kézisúlyzóval (nem beülve),Single arm dumbbell power clean,Felvétel egy kézisúlyzóval (nem beülve),https://vimeo.com/649869757,dumbbell,dumbbell,dumbbell,mixed_other,,full_body,low,moderate,high,standing,yes,conditional,accessory,,yes,no,no,no,yes,equipment_inferred:dumbbell,,validated
437,"Single arm dumbbell overhead tall kneeling step up - Térdelésből felállás, egy kézzel fej fölötti tartásban kézisúlyz",Single arm dumbbell overhead tall kneeling step up,"Térdelésből felállás, egy kézzel fej fölötti tartásban kézisúlyz",https://vimeo.com/649869730,dumbbell|bench_or_box,bench_or_box|dumbbell,bench_or_box|dumbbell,lunge,,lower_body,low,moderate,low,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:bench_or_box|dumbbell|canonical_equipment_differs_from_source,,validated
438,"Single arm dumbbell overhead squat - Guggolás fej fölötti tartásban egy kézzel, kézisúlyzóval",Single arm dumbbell overhead squat,"Guggolás fej fölötti tartásban egy kézzel, kézisúlyzóval",https://vimeo.com/649869694,dumbbell,dumbbell,dumbbell,squat,,lower_body,low,complex,medium,standing,yes,no,accessory|main,knee_caution,yes,no,no,no,yes,equipment_inferred:dumbbell,,validated
439,Single arm dumbbell overhead split squat - Haránt guggolás egy kézzel fej fölötti tartásban kézisúlyzóval,Single arm dumbbell overhead split squat,Haránt guggolás egy kézzel fej fölötti tartásban kézisúlyzóval,https://vimeo.com/649869662,dumbbell,dumbbell,dumbbell,squat,lunge,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
440,Single arm dumbbell overhead reverse lunge - Kitörés hátra egy kézzel fej fölötti tartásban kézisúlyzóval,Single arm dumbbell overhead reverse lunge,Kitörés hátra egy kézzel fej fölötti tartásban kézisúlyzóval,https://vimeo.com/649869638,dumbbell,dumbbell,dumbbell,lunge,,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
441,"Single arm dumbbell overhead front feet elevated split squat - Haránt guggolás elöl megemelt lábbal, egy kézzel fej fölöt",Single arm dumbbell overhead front feet elevated split squat,"Haránt guggolás elöl megemelt lábbal, egy kézzel fej fölöt",https://vimeo.com/649869601,dumbbell,dumbbell,dumbbell,squat,lunge,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
442,"Single arm dumbbell overhead cursty lunge - Kereszt kitörés, egy kézzel fej fölötti tartásban kézisúlyzóval",Single arm dumbbell overhead cursty lunge,"Kereszt kitörés, egy kézzel fej fölötti tartásban kézisúlyzóval",https://vimeo.com/649869572,dumbbell,dumbbell,dumbbell,lunge,,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
443,Single arm dumbbell overhead bulgarian split squat - Bolgár guggolás egy kézzel fej fölötti tartásban kézisúlyzóval,Single arm dumbbell overhead bulgarian split squat,Bolgár guggolás egy kézzel fej fölötti tartásban kézisúlyzóval,https://vimeo.com/649869532,dumbbell,dumbbell,dumbbell,squat,lunge,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
444,"Single arm dumbbell overhead box step up - Dobozra lépés, egy kézzel fej fölötti tartásban kézisúlyzóval",Single arm dumbbell overhead box step up,"Dobozra lépés, egy kézzel fej fölötti tartásban kézisúlyzóval",https://vimeo.com/649869444,dumbbell|bench_or_box,bench_or_box|dumbbell,bench_or_box|dumbbell,lunge,,lower_body,low,moderate,low,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:bench_or_box|dumbbell|canonical_equipment_differs_from_source,,validated
445,"Single arm dumbbell overhead box step down - Dobozról lelépés, egy kézzel fej fölötti tartásban kézisúlyzóval",Single arm dumbbell overhead box step down,"Dobozról lelépés, egy kézzel fej fölötti tartásban kézisúlyzóval",https://vimeo.com/649869421,dumbbell|bench_or_box,bench_or_box|dumbbell,bench_or_box|dumbbell,mixed_other,,full_body,low,moderate,low,standing,yes,conditional,accessory,,yes,no,no,no,no,equipment_inferred:bench_or_box|dumbbell|canonical_equipment_differs_from_source,,validated
446,Single arm dumbbell overhead alternating reverse lunge - Váltott kitörés hátra egy kézzel fej fölötti tartásban kézisú,Single arm dumbbell overhead alternating reverse lunge,Váltott kitörés hátra egy kézzel fej fölötti tartásban kézisú,https://vimeo.com/649869387,dumbbell,dumbbell,dumbbell,lunge,,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
447,Single arm dumbbell overhead alternating forward lunge - Kitörés előre váltott lábbal egy kézzel fej fölötti tartásban,Single arm dumbbell overhead alternating forward lunge,Kitörés előre váltott lábbal egy kézzel fej fölötti tartásban,https://vimeo.com/649869348,dumbbell,dumbbell,dumbbell,lunge,,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
448,"Single arm dumbbell overhead alternating cursty lunge - Váltott kereszt kitörés, egy kézzel fej fölötti tartásban kézis",Single arm dumbbell overhead alternating cursty lunge,"Váltott kereszt kitörés, egy kézzel fej fölötti tartásban kézis",https://vimeo.com/649869318,dumbbell,dumbbell,dumbbell,lunge,,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
449,"Single arm dumbbell overhead alternating box step up - Dobozra lépés váltott lábbal, egy kézzel fej fölötti tartásban k",Single arm dumbbell overhead alternating box step up,"Dobozra lépés váltott lábbal, egy kézzel fej fölötti tartásban k",https://vimeo.com/649869284,dumbbell|bench_or_box,bench_or_box|dumbbell,bench_or_box|dumbbell,lunge,,lower_body,low,moderate,low,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:bench_or_box|dumbbell|canonical_equipment_differs_from_source,,validated
450,Single arm dumbbell muscle clean - Felvétel nyújtott lábra kézisúlyzóval egy kézzel,Single arm dumbbell muscle clean,Felvétel nyújtott lábra kézisúlyzóval egy kézzel,https://vimeo.com/649869254,dumbbell,dumbbell,dumbbell,mixed_other,,full_body,low,moderate,low,standing,yes,conditional,accessory,,yes,no,no,no,yes,equipment_inferred:dumbbell,,validated
451,Single arm dumbbell military press - Egykezes fej fölé nyomás kézisúlyzóval,Single arm dumbbell military press,Egykezes fej fölé nyomás kézisúlyzóval,https://vimeo.com/649869224,dumbbell,dumbbell,dumbbell,push,,upper_body,low,moderate,medium,standing,yes,conditional,accessory|main,wrist_shoulder_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
452,Single arm dumbbell lateral raise - Oldalemelés egy kézzel kézisúlyzóval,Single arm dumbbell lateral raise,Oldalemelés egy kézzel kézisúlyzóval,https://vimeo.com/649869197,dumbbell,dumbbell,dumbbell,mixed_other,,full_body,low,moderate,low,standing,yes,conditional,accessory,,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
453,Single arm dumbbell jump lunge - Kitörésből szökkenés egy kézzel kézisúlyzóval,Single arm dumbbell jump lunge,Kitörésből szökkenés egy kézzel kézisúlyzóval,https://vimeo.com/649869167,dumbbell,dumbbell,dumbbell,lunge,cardio_locomotion,lower_body,high,moderate,high,standing,yes,no,accessory|finisher|main,knee_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
454,Single arm dumbbell hang snatch - Egykezes ölből szakítás kézisúlyzóval,Single arm dumbbell hang snatch,Egykezes ölből szakítás kézisúlyzóval,https://vimeo.com/649869137,dumbbell,dumbbell,dumbbell,mixed_other,,full_body,low,complex,low,standing,yes,no,accessory,,yes,no,no,no,yes,equipment_inferred:dumbbell,,validated
455,Single arm dumbbell hang power clean - Felvétel ölből egy kézzel kézisúlyzóval (nem beülve),Single arm dumbbell hang power clean,Felvétel ölből egy kézzel kézisúlyzóval (nem beülve),https://vimeo.com/649869101,dumbbell,dumbbell,dumbbell,mixed_other,,full_body,low,moderate,high,standing,yes,conditional,accessory,,yes,no,no,no,yes,equipment_inferred:dumbbell,,validated
456,Single arm dumbbell hang muscle clean - Felvétel ölből nyújtott lábbra egy kézzel kézisúlyzóval,Single arm dumbbell hang muscle clean,Felvétel ölből nyújtott lábbra egy kézzel kézisúlyzóval,https://vimeo.com/649869064,dumbbell,dumbbell,dumbbell,mixed_other,,full_body,low,moderate,low,standing,yes,conditional,accessory,,yes,no,no,no,yes,equipment_inferred:dumbbell,,validated
457,Single arm dumbbell hang lateral squat - Oldalsó guggolás egy kézzel mélytartásban kézisúlyzóval,Single arm dumbbell hang lateral squat,Oldalsó guggolás egy kézzel mélytartásban kézisúlyzóval,https://vimeo.com/649869033,dumbbell,dumbbell,dumbbell,squat,,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
458,Single arm dumbbell hang cossack squat - Kozák guggolás egy kézzel mélytartásban kézisúlyzóval,Single arm dumbbell hang cossack squat,Kozák guggolás egy kézzel mélytartásban kézisúlyzóval,https://vimeo.com/649869005,dumbbell,dumbbell,dumbbell,squat,,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
459,Single arm dumbbell hang clean - Felvétel ölből egy kézzel kezisúlyzóval,Single arm dumbbell hang clean,Felvétel ölből egy kézzel kezisúlyzóval,https://vimeo.com/649868970,dumbbell,dumbbell,dumbbell,mixed_other,,full_body,low,moderate,low,standing,yes,conditional,accessory,,yes,no,no,no,yes,equipment_inferred:dumbbell,,validated
460,Single arm dumbbell hang clean - Egykezes ölböl felvétel kézisúlyzóval,Single arm dumbbell hang clean,Egykezes ölböl felvétel kézisúlyzóval,https://vimeo.com/649868941,dumbbell,dumbbell,dumbbell,mixed_other,,full_body,low,moderate,low,standing,yes,conditional,accessory,,yes,no,no,no,yes,equipment_inferred:dumbbell,,validated
461,Single arm dumbbell hang alternating reverse lunge - Váltott kitörés hátra egy kézzel mélytartásban kézisúlyzóval,Single arm dumbbell hang alternating reverse lunge,Váltott kitörés hátra egy kézzel mélytartásban kézisúlyzóval,https://vimeo.com/649868912,dumbbell,dumbbell,dumbbell,lunge,,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
462,Single arm dumbbell gorilla row - Egykezes gorilla evezés kézisúlyzóval,Single arm dumbbell gorilla row,Egykezes gorilla evezés kézisúlyzóval,https://vimeo.com/649868870,dumbbell,dumbbell,dumbbell,pull,,upper_body,low,moderate,medium,standing,yes,conditional,accessory|main,,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
463,Single arm dumbbell front raise - Előre emelés egy kézzel kézisúlyzóval,Single arm dumbbell front raise,Előre emelés egy kézzel kézisúlyzóval,https://vimeo.com/649868839,dumbbell,dumbbell,dumbbell,mixed_other,,full_body,low,moderate,low,standing,yes,conditional,accessory,,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
464,Single arm dumbbell front rack walking lunge - Sétáló kitörés egy kézzel elöltartásban kézisúlyzóval,Single arm dumbbell front rack walking lunge,Sétáló kitörés egy kézzel elöltartásban kézisúlyzóval,https://vimeo.com/649868810,dumbbell,dumbbell,dumbbell,lunge,,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
465,"Single arm dumbbell front rack tall kneeling step up - Térdelésből felállás, egy kézzel elöltartásban kézisúlyzóval",Single arm dumbbell front rack tall kneeling step up,"Térdelésből felállás, egy kézzel elöltartásban kézisúlyzóval",https://vimeo.com/649868779,dumbbell|bench_or_box,bench_or_box|dumbbell,bench_or_box|dumbbell,lunge,,lower_body,low,moderate,low,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:bench_or_box|dumbbell|canonical_equipment_differs_from_source,,validated
466,Single arm dumbbell front rack reverse lunge - Kitörés hátra egy kézzel elöltartásban kézisúlyzóval,Single arm dumbbell front rack reverse lunge,Kitörés hátra egy kézzel elöltartásban kézisúlyzóval,https://vimeo.com/649868738,dumbbell,dumbbell,dumbbell,lunge,,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
467,"Single arm dumbbell front rack pistol squat - Pisztoly guggolás, egy kézzel elöltartásban kézisúlyzóval",Single arm dumbbell front rack pistol squat,"Pisztoly guggolás, egy kézzel elöltartásban kézisúlyzóval",https://vimeo.com/649868713,dumbbell,dumbbell,dumbbell,squat,,lower_body,low,complex,medium,standing,yes,no,accessory|main,knee_caution,yes,no,no,no,yes,equipment_inferred:dumbbell,,validated
468,Single arm dumbbell front rack lateral squat - Oldalsó guggolás egy kézzel elöltartásban kézisúlyzóval,Single arm dumbbell front rack lateral squat,Oldalsó guggolás egy kézzel elöltartásban kézisúlyzóval,https://vimeo.com/649868683,dumbbell,dumbbell,dumbbell,squat,,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
469,Single arm dumbbell front rack front feet elevated split squat - Haránt guggolás elöl megemelt lábbal egy kézzel elöl tart,Single arm dumbbell front rack front feet elevated split squat,Haránt guggolás elöl megemelt lábbal egy kézzel elöl tart,https://vimeo.com/649868649,dumbbell,dumbbell,dumbbell,squat,lunge,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
470,"Single arm dumbbell front rack cyclist squat - Szűk  guggolás emelt sarokkal, egy kézzel elöltartásban kézisúlyzóval",Single arm dumbbell front rack cyclist squat,"Szűk  guggolás emelt sarokkal, egy kézzel elöltartásban kézisúlyzóval",https://vimeo.com/649868593,dumbbell,dumbbell,dumbbell,squat,,lower_body,low,moderate,medium,standing,yes,conditional,accessory|main,knee_caution,yes,no,no,no,no,equipment_inferred:dumbbell,,validated
